form_number,revision,title,statute,published,filename,size_bytes,status,pdf_url,detail_url
AOC-CR-311,12/07,"Impaired Driving Determination Of Sentencing Factors (For Offenses Committed Before Dec. 1, 2011)",20-179,"December 1, 2007","AOC-CR-311 - Impaired Driving Determination Of Sentencing Factors (For Offenses Committed Before Dec. 1, 2011).pdf",281225,downloaded,https://www.nccourts.gov/assets/documents/forms/cr311_1207.pdf?VersionId=rQKBROsW0CGC7WQhhBETBBa8lBSpYW2A,https://www.nccourts.gov/documents/forms/impaired-driving-determination-of-sentencing-factors-for-offenses-committed-before-dec-1-2011
AOC-CR-631,,Các Điều Kiện Tại Ngoại Áp Dụng Cho Người Bị Buộc Tội Tình Dục Hay Tội Bạo Lực Đối Với Nạn Nhân Trẻ Em,15A-534.4,"December 1, 2015",AOC-CR-631 - Các Điều Kiện Tại Ngoại Áp Dụng Cho Người Bị Buộc Tội Tình Dục Hay Tội Bạo Lực Đối Với Nạn Nhân Trẻ Em.pdf,252754,downloaded,https://www.nccourts.gov/assets/documents/forms/cr631-en.pdf?VersionId=SCm72OcGzeIj1zMMA2HmAVflMu47XC4G,https://www.nccourts.gov/documents/forms/conditions-of-release-for-person-charged-with-sex-offense-or-crime-of-violence-against-child-victim
AOC-CR-630,,Điều Kiện Tại Ngoại Áp Dụng Cho Người Bị Ghép Tội Bạo Lực Gia Đình,15A-534.1,"December 1, 2015",AOC-CR-630 - Điều Kiện Tại Ngoại Áp Dụng Cho Người Bị Ghép Tội Bạo Lực Gia Đình.pdf,180121,downloaded,https://www.nccourts.gov/assets/documents/forms/cr630.pdf?VersionId=y.1P5a8sxTmerlK2qRbWbAx38rBMy_0K,https://www.nccourts.gov/documents/forms/conditions-of-release-for-person-charged-with-a-crime-of-domestic-violence
AOC-CR-308,,Lệnh Về Vụ Án Dân Sự Hay Hình Sự Liên Quan Đến Tiền Cấp Dưỡng Con,"50-13.9,52A-13","June 1, 1997",AOC-CR-308 - Lệnh Về Vụ Án Dân Sự Hay Hình Sự Liên Quan Đến Tiền Cấp Dưỡng Con.pdf,43450,downloaded,https://www.nccourts.gov/assets/documents/forms/cr308-en.pdf?VersionId=pTLzYEjdNsJxv4q93RSV7816hTDOaitB,https://www.nccourts.gov/documents/forms/order-in-civil-or-criminal-support-action
AOC-CR-700,,Report Of Mediator,"7A-38.3D,7A-38.5,7A-38.7","December 1, 2012",AOC-CR-700 - Report Of Mediator.pdf,151253,downloaded,https://www.nccourts.gov/assets/documents/forms/cr700_0.pdf?VersionId=xwH6U..73zoYyt4IoB9k91KYDTzUnW5q,https://www.nccourts.gov/documents/forms/report-of-mediator
AOC-CR-266,,Instructions For Petition And Order Of Expunction Under G.S. 15A-145.2 (Drugs/Drug Paraphernalia),15A-145.2,"April 6, 2018",AOC-CR-266 - Instructions For Petition And Order Of Expunction Under G.S. 15A-145.2 (DrugsDrug Paraphernalia).pdf,295604,downloaded,https://www.nccourts.gov/assets/documents/forms/cr266_5.pdf?VersionId=yVj8FCbqGck412aDQlTErO8Fz3zz.Xxs,https://www.nccourts.gov/documents/forms/petition-and-order-of-expunction-under-gs-15a-1452-drugsdrug-paraphernalia-instructions-for-petition-and-order-of-expunction-under-gs-15a-1452-drugsdrug-paraphernalia
AOC-CR-307A,,Mẫu Hủy Bỏ Vụ Án Thông Báo Phục Hồi Vụ Án (Dùng Cho Các Tội Vi Phạm Vào Hoặc Trước Ngày 30 Tháng Mười Một Năm 2013),"15A-302(e),15A-931,15A-932,15A-1009","March 1, 2016",AOC-CR-307A - Mẫu Hủy Bỏ Vụ Án Thông Báo Phục Hồi Vụ Án (Dùng Cho Các Tội Vi Phạm Vào Hoặc Trước Ngày 30 Tháng Mười Một Năm 2013).pdf,199815,downloaded,https://www.nccourts.gov/assets/documents/forms/cr307a_0.pdf?VersionId=p626HY0rTOKoc8WpvsI1WvXnnEyiFYOZ,https://www.nccourts.gov/documents/forms/dismissal-notice-of-reinstatement-for-offenses-committed-on-or-before-nov-30-2013
AOC-CR-305,,Phán Quyết/Án Lệnh Hoặc Quyết Định Khác,,"April 19, 2018",AOC-CR-305 - Phán QuyếtÁn Lệnh Hoặc Quyết Định Khác.pdf,155385,downloaded,https://www.nccourts.gov/assets/documents/forms/cr305.pdf?VersionId=B_aA3w1h8GjZINCxjBt2SRO4.JTSKTIc,https://www.nccourts.gov/documents/forms/judgmentorder-or-other-disposition
AOC-CR-206,,Bản Kiểm Kê Đồ Vật Tịch Thu Trong Cuộc Khám Xét,"15A-223, 15A-254, 15A-257","April 4, 2016",AOC-CR-206 - Bản Kiểm Kê Đồ Vật Tịch Thu Trong Cuộc Khám Xét.pdf,155879,downloaded,https://www.nccourts.gov/assets/documents/forms/cr206-en.pdf?VersionId=VgJareM.82ZX19a7Ciqi_Gu2noIZrLzi,https://www.nccourts.gov/documents/forms/inventory-of-items-seized-pursuant-to-search
AOC-CR-610,,"Motion/Agreement And Order To Defer Prosecution (Structured Sentencing) (For Deferrals Entered On Or After Dec. 1, 2011)",15A-1341(a1),"December 1, 2016","AOC-CR-610 - MotionAgreement And Order To Defer Prosecution (Structured Sentencing) (For Deferrals Entered On Or After Dec. 1, 2011).pdf",372213,downloaded,https://www.nccourts.gov/assets/documents/forms/cr610_0.pdf?VersionId=E3LLcDVPFI1Qx_9iWNPqgjP.eCUx2s3w,https://www.nccourts.gov/documents/forms/motionagreement-and-order-to-defer-prosecution-structured-sentencing-for-deferrals-entered-on-or-after-dec-1-2011
AOC-CR-208A,,Motion And Order Committing Defendant To Central Regional Hospital - Butner Campus For Examination On Capacity To Proceed (For O,15A-1002,"December 1, 2013",AOC-CR-208A - Motion And Order Committing Defendant To Central Regional Hospital - Butner Campus For Examination On Capacity To Procee.pdf,241896,downloaded,https://www.nccourts.gov/assets/documents/forms/cr208a.pdf?VersionId=S3eMLTN2jAKCtF_okNjEa3ZmrXhTe1JE,https://www.nccourts.gov/documents/forms/motion-and-order-committing-defendant-to-central-regional-hospital-butner-campus-for-examination-on-capacity-to-proceed-for-offenses-committed-on-or-before-nov-30-2013
AOC-CR-303,,Felony Judgment Findings Of Factors In Aggravation And Mitigation of Punishment,15A-1340.4(a),"July 1, 1995",AOC-CR-303 - Felony Judgment Findings Of Factors In Aggravation And Mitigation of Punishment.pdf,137291,downloaded,https://www.nccourts.gov/assets/documents/forms/cr303-en.pdf?VersionId=WyVcMWJqt2B1yWxA34FAQ3sJRX8Dpfqn,https://www.nccourts.gov/documents/forms/felony-judgment-findings-of-factors-in-aggravation-and-mitigation-of-punishment
AOC-CR-337,,Motion For Continuance And Order - Impaired Driving (DWI Or Commercial DWI Involving Motor Vehicle Forfeiture),20-28.3(m),"December 1, 2013",AOC-CR-337 - Motion For Continuance And Order - Impaired Driving (DWI Or Commercial DWI Involving Motor Vehicle Forfeiture).pdf,155463,downloaded,https://www.nccourts.gov/assets/documents/forms/cr337-en.pdf?VersionId=ntaoje7jVcWQBwn0uEoaGyRaVIIMkZSj,https://www.nccourts.gov/documents/forms/motion-for-continuance-and-order-impaired-driving-dwi-or-commercial-dwi-involving-motor-vehicle-forfeiture
