form_number,revision,title,statute,published,filename,size_bytes,status,pdf_url,detail_url
AOC-CR-329,,Tịch Thu Xe Vì Người Lái Trong Tình Trạng Không Tỉnh Táo Các Câu Hỏi Thường Gặp,,"December 1, 2013",AOC-CR-329 - Tịch Thu Xe Vì Người Lái Trong Tình Trạng Không Tỉnh Táo Các Câu Hỏi Thường Gặp.pdf,1455386,downloaded,https://www.nccourts.gov/assets/documents/forms/cr329-en.pdf?VersionId=nFZb4MovXcpk8M84NL8SMaijw3DEV4PY,https://www.nccourts.gov/documents/forms/dwi-vehicle-seizure-frequently-asked-questions
AOC-CR-307B,,Mẫu Hủy Bỏ Vụ Án Thông Báo Phục Hồi Vụ Án (Dùng Cho Các Tội Vi Phạm Vào Hoặc Sau Ngày 1 Tháng Mười Hai Năm 2013),"15A-302(e),15A-931,15A-932","March 1, 2016",AOC-CR-307B - Mẫu Hủy Bỏ Vụ Án Thông Báo Phục Hồi Vụ Án (Dùng Cho Các Tội Vi Phạm Vào Hoặc Sau Ngày 1 Tháng Mười Hai Năm 2013).pdf,200511,downloaded,https://www.nccourts.gov/assets/documents/forms/cr307b_3.pdf?VersionId=JnHhDKabtBARKF5fyeU71S9B7cmQ7_zU,https://www.nccourts.gov/documents/forms/dismissal-notice-of-reinstatement-for-offenses-committed-on-or-after-dec-1-2013
AOC-CR-208B,,Motion And Order Committing Defendant To Central Regional Hospital - Butner Campus For Examination On Capacity To Proceed (For O,15A-1002,"December 1, 2013",AOC-CR-208B - Motion And Order Committing Defendant To Central Regional Hospital - Butner Campus For Examination On Capacity To Procee.pdf,240071,downloaded,https://www.nccourts.gov/assets/documents/forms/cr208b.pdf?VersionId=VzJFJTCoFvvyIt76qi5rOgmq.Icl5TeZ,https://www.nccourts.gov/documents/forms/motion-and-order-committing-defendant-to-central-regional-hospital-butner-campus-for-examination-on-capacity-to-proceed-for-offenses-committed-on-or-after-dec-1-2013
AOC-CR-207B,,KIẾN NGHỊ VÀ LỆNH  CHỈ ĐỊNH CHUYÊN VIÊN KIỂM TRA PHÁP Y  ĐƯỢC CHỨNG NHẬN CỦA ĐỊA PHƯƠNG (Dùng cho các tội vi phạm vào hoặc sau n,15A-1002,"December 1, 2013",AOC-CR-207B - KIẾN NGHỊ VÀ LỆNH CHỈ ĐỊNH CHUYÊN VIÊN KIỂM TRA PHÁP Y ĐƯỢC CHỨNG NHẬN CỦA ĐỊA PHƯƠNG (Dùng cho các tội vi phạm vào hoặc.pdf,231435,downloaded,https://www.nccourts.gov/assets/documents/forms/cr207b_1.pdf?VersionId=l5Em1C.Xy9580tRYE.wxLYrQpHNW_TpE,https://www.nccourts.gov/documents/forms/motion-and-order-appointing-local-certified-forensic-evaluator-for-offenses-committed-on-or-after-dec-1-2013
AOC-CR-309,,Receipt And Return Of License Revoked For Unsafe Movement Violation,20-154(a2),"October 1, 2013",AOC-CR-309 - Receipt And Return Of License Revoked For Unsafe Movement Violation.pdf,678246,downloaded,https://www.nccourts.gov/assets/documents/forms/cr309-en.pdf?VersionId=ZIsg6uHYZeBla2KReWCqOoFz0bbq4908,https://www.nccourts.gov/documents/forms/receipt-and-return-of-license-revoked-for-unsafe-movement-violation
AOC-CR-282,,Instructions For Petition And Order Of Expunction Under G.S. 15A-145.6 (Prostitution Offenses),"15A-145.6,15A-150","October 1, 2015",AOC-CR-282 - Instructions For Petition And Order Of Expunction Under G.S. 15A-145.6 (Prostitution Offenses).pdf,287976,downloaded,https://www.nccourts.gov/assets/documents/forms/cr282_5.pdf?VersionId=gcqzb5SW2Cd0mgZeeM.qHheRTdSt8LvP,https://www.nccourts.gov/documents/forms/petition-and-order-of-expunction-under-gs-15a-1456-prostitution-offenses-instructions-for-petition-and-order-of-expunction-under-gs-15a-1456
AOC-CR-926,,Order Of Restoration Of Citizenship (Unsupervised Probationers Or Fine-Only Sentences),13-2(a),"May 1, 2013",AOC-CR-926 - Order Of Restoration Of Citizenship (Unsupervised Probationers Or Fine-Only Sentences).pdf,865857,downloaded,https://www.nccourts.gov/assets/documents/forms/cr926.pdf?VersionId=yuJXnqHr6K9N4JIes9RvFzJjSkqQ7Pp1,https://www.nccourts.gov/documents/forms/order-of-restoration-of-citizenship-unsupervised-probationers-or-fine-only-sentences
AOC-CR-242,,Conditions Of Release Abstinence From Alcohol And Continuous Alcohol Monitoring,15A-534,"December 1, 2012",AOC-CR-242 - Conditions Of Release Abstinence From Alcohol And Continuous Alcohol Monitoring.pdf,123616,downloaded,https://www.nccourts.gov/assets/documents/forms/cr242-en.pdf?VersionId=1bI6HzErAxT2mYFIKOuip2jIaRFeeqxa,https://www.nccourts.gov/documents/forms/conditions-of-release-abstinence-from-alcohol-and-continuous-alcohol-monitoring
AOC-CR-115,,Trát Hầu Tòa Hình Sự Tội Đưa Chi Phiếu Không Tiền Bảo Chứng Bậc Tiểu Hình,14-107,"April 14, 2015",AOC-CR-115 - Trát Hầu Tòa Hình Sự Tội Đưa Chi Phiếu Không Tiền Bảo Chứng Bậc Tiểu Hình.pdf,484637,downloaded,https://www.nccourts.gov/assets/documents/forms/cr115_4.pdf?VersionId=sJyJvfJan3OYkzk877umxKaQMcWDL8yC,https://www.nccourts.gov/documents/forms/criminal-summons-misdemeanor-worthless-check
AOC-CR-217,,Lệnh Bắt Giữ,,"November 30, 2017",AOC-CR-217 - Lệnh Bắt Giữ.pdf,248215,downloaded,https://www.nccourts.gov/assets/documents/forms/cr217_0.pdf?VersionId=IprScVdTagDYCuG5y3RScpGbj46BPQWX,https://www.nccourts.gov/documents/forms/order-for-arrest
AOC-CR-224,,Lệnh Chỉ Định Hoặc Từ Chối Chỉ Định Luật Sư,"7A-146(11), 7A-292(15), 7A-450, 7A-451(a), 15A-1340.23(d)","September 29, 2015",AOC-CR-224 - Lệnh Chỉ Định Hoặc Từ Chối Chỉ Định Luật Sư.pdf,259542,downloaded,https://www.nccourts.gov/assets/documents/forms/cr224_0.pdf?VersionId=jId27QuzrQx.gu.bbgX1PYhwfsd.SCnd,https://www.nccourts.gov/documents/forms/order-of-assignment-or-denial-of-counsel
AOC-CR-322,,Bản Khai Nhận Tội Hoặc Không Chối Tội Của Bị Cáo Tại Tòa Án Khu Vực,,"June 1, 2012",AOC-CR-322 - Bản Khai Nhận Tội Hoặc Không Chối Tội Của Bị Cáo Tại Tòa Án Khu Vực.pdf,190738,downloaded,https://www.nccourts.gov/assets/documents/forms/cr322.pdf?VersionId=syh3UI.pkToOfMn7bh9YRy4HUPG5twSZ,https://www.nccourts.gov/documents/forms/defendants-plea-of-guilty-or-no-contest-in-district-court
AOC-CR-226,,Bản Khai Hữu Thệ Về Tình Trạng Nghèo Khó,7A-450 et seq.,"October 1, 2013",AOC-CR-226 - Bản Khai Hữu Thệ Về Tình Trạng Nghèo Khó.pdf,281774,downloaded,https://www.nccourts.gov/assets/documents/forms/cr226_1.pdf?VersionId=biNaBYNcFRBMcSk3KMn.c_MYsg3pn6Z8,https://www.nccourts.gov/documents/forms/affidavit-of-indigency
AOC-CR-116,,LỆNH QUAN TÒA,,"June 28, 2024",AOC-CR-116 - LỆNH QUAN TÒA.pdf,516536,downloaded,https://www.nccourts.gov/assets/documents/forms/cr116_4.pdf?VersionId=zV80IzEUe.515r_RlsM3fS3.csdlQu6W,https://www.nccourts.gov/documents/forms/magistrates-order
AOC-CR-410,,Motion And Order For Continuance (Criminal Superior Court Cases),,"March 1, 2016",AOC-CR-410 - Motion And Order For Continuance (Criminal Superior Court Cases).pdf,217413,downloaded,https://www.nccourts.gov/assets/documents/forms/cr410.pdf?VersionId=fEHlY2T4jV7X3RB7cwY2wP9MA3.UPm_P,https://www.nccourts.gov/documents/forms/motion-and-order-for-continuance-criminal-superior-court-cases
AOC-CR-650,,Order Of Suspension Of Public Benefits For Absconder (For Use With Supervised Probationers Only),15A-1345(a1),"October 1, 2012",AOC-CR-650 - Order Of Suspension Of Public Benefits For Absconder (For Use With Supervised Probationers Only).pdf,182005,downloaded,https://www.nccourts.gov/assets/documents/forms/cr650_0.pdf?VersionId=geH0C7zmVpVuijZwBCye3z2yoS_bDhhy,https://www.nccourts.gov/documents/forms/order-of-suspension-of-public-benefits-for-absconder-for-use-with-supervised-probationers-only
AOC-CR-627C,,"Conditional Discharge Under G.S. 90-96(a1) (For Offenses Committed Dec. 1, 2011 - Nov. 30, 2016)",90-96(a1),"December 1, 2017","AOC-CR-627C - Conditional Discharge Under G.S. 90-96(a1) (For Offenses Committed Dec. 1, 2011 - Nov. 30, 2016).pdf",687823,downloaded,https://www.nccourts.gov/assets/documents/forms/cr627c_0.pdf?VersionId=F6VMu7xWGCsf1LqzDnW6dizoyjOhtdAD,https://www.nccourts.gov/documents/forms/conditional-discharge-under-gs-90-96a1-for-offenses-committed-dec-1-2011-nov-30-2016
AOC-CR-627B,,"Conditional Discharge Under G.S. 90-96(a1) (For Offenses Committed Dec. 1, 2009 - Nov. 30, 2011)",90-96(a1),"December 1, 2017","AOC-CR-627B - Conditional Discharge Under G.S. 90-96(a1) (For Offenses Committed Dec. 1, 2009 - Nov. 30, 2011).pdf",617507,downloaded,https://www.nccourts.gov/assets/documents/forms/cr627b_0.pdf?VersionId=67AW3MHEaenZVNZUjV.QGmcLzr27ufK5,https://www.nccourts.gov/documents/forms/conditional-discharge-under-gs-90-96a1-for-offenses-committed-dec-1-2009-nov-30-2011
AOC-CR-627A,,"Conditional Discharge Under G.S. 90-96(a1) (For Offenses Committed Before Dec. 1, 2009)",90-96(a1),"December 1, 2017","AOC-CR-627A - Conditional Discharge Under G.S. 90-96(a1) (For Offenses Committed Before Dec. 1, 2009).pdf",615196,downloaded,https://www.nccourts.gov/assets/documents/forms/cr627a_0.pdf?VersionId=3X_59zOsjnnqG5Xsp3KUoldyU9LPtR5M,https://www.nccourts.gov/documents/forms/conditional-discharge-under-gs-90-96a1-for-offenses-committed-before-dec-1-2009
AOC-CR-350,,Appellate Entries,,"March 1, 2016",AOC-CR-350 - Appellate Entries.pdf,222707,downloaded,https://www.nccourts.gov/assets/documents/forms/cr350_1.pdf?VersionId=hq5ZLsKo75ax8NTYUK4iP7VBUiXfZBDp,https://www.nccourts.gov/documents/forms/appellate-entries
AOC-CR-341,,Lệnh Giao Nộp Bằng Lái Hay Giấy Đặc Quyền Lái Xe Có Giới Hạn,"20-16.1,20-17.8,20-20.1,20-179.3","December 1, 2007",AOC-CR-341 - Lệnh Giao Nộp Bằng Lái Hay Giấy Đặc Quyền Lái Xe Có Giới Hạn.pdf,53713,downloaded,https://www.nccourts.gov/assets/documents/forms/cr341-en.pdf?VersionId=UI46qZFPuTP77f2mv8iBlpGGRo.vK3kM,https://www.nccourts.gov/documents/forms/order-to-surrender-license-or-limited-driving-privilege
AOC-CR-340,,Đặc Quyền Lái Xe Có Giới Hạn Với Thiết Bị Khóa Công Tắc Tội Lái Xe Trong Tình Trạng Không Tỉnh Táo (Các Bản Án Tại N.C.),20-179.3,"October 1, 2015",AOC-CR-340 - Đặc Quyền Lái Xe Có Giới Hạn Với Thiết Bị Khóa Công Tắc Tội Lái Xe Trong Tình Trạng Không Tỉnh Táo (Các Bản Án Tại N.C.).pdf,214556,downloaded,https://www.nccourts.gov/assets/documents/forms/cr340_1.pdf?VersionId=.KTVoTkmE0rplThXw4gToXsskMuftPhd,https://www.nccourts.gov/documents/forms/interlock-limited-driving-privilege-impaired-driving-or-open-container-or-underage-alcohol-violation-nc-convictions-only
AOC-CR-623,,Misdemeanant Confinement Program Request For Transfer,148-32.1(b3),"May 1, 2013",AOC-CR-623 - Misdemeanant Confinement Program Request For Transfer.pdf,194770,downloaded,https://www.nccourts.gov/assets/documents/forms/cr623_0.pdf?VersionId=mLwJt5zZTJsc.GYs3JnBezDAPdgIfI1N,https://www.nccourts.gov/documents/forms/misdemeanant-confinement-program-request-for-transfer
AOC-CR-237,,Request For Report Of Conditional Discharge,15A-151,"December 1, 2017",AOC-CR-237 - Request For Report Of Conditional Discharge.pdf,256878,downloaded,https://www.nccourts.gov/assets/documents/forms/cr237_4.pdf?VersionId=OCkbrFpfh4AF9hwZpcf1AB1ZxiMIFLZW,https://www.nccourts.gov/documents/forms/request-for-report-of-conditional-discharge
AOC-CR-626,,Additional File No.(s) And Offense(s),,"December 1, 2016",AOC-CR-626 - Additional File No.(s) And Offense(s).pdf,177022,downloaded,https://www.nccourts.gov/assets/documents/forms/cr626_0.pdf?VersionId=lwPaqDsoqKa2SOxoEUEtr54LfWNSK_9z,https://www.nccourts.gov/documents/forms/additional-file-nos-and-offenses
AOC-CR-621C,,Lệnh Xóa Bản Án Có Điều Kiện Theo G.S. 14-50.29 (Các Vi Phạm Băng Đảng) (Dùng Cho Các Tội Vi Phạm Trong Khoảng Từ Ngày 1 Tháng M,14-50.29,"December 1, 2017",AOC-CR-621C - Lệnh Xóa Bản Án Có Điều Kiện Theo G.S. 14-50.29 (Các Vi Phạm Băng Đảng) (Dùng Cho Các Tội Vi Phạm Trong Khoảng Từ Ngày 1.pdf,657936,downloaded,https://www.nccourts.gov/assets/documents/forms/cr621c_0.pdf?VersionId=5DZIfbNgWnQSokFRVLGbV9_ysM8Gh8QI,https://www.nccourts.gov/documents/forms/conditional-discharge-under-gs-14-5029-gang-offenses-for-offenses-committed-dec-1-2011-nov-30-2016
AOC-CR-113,,TRÁT HẦU TÒA VÌ TỘI TIỂU HÌNH,,"November 30, 2017",AOC-CR-113 - TRÁT HẦU TÒA VÌ TỘI TIỂU HÌNH.pdf,551154,downloaded,https://www.nccourts.gov/assets/documents/forms/cr113_5.pdf?VersionId=_ZskBjo49E.SLHDa2TTA3l7Z87BfmMrM,https://www.nccourts.gov/documents/forms/criminal-summons
AOC-CR-621B,,Lệnh Xóa Bản Án Có Điều Kiện Theo G.S. 14-50.29 (Các Vi Phạm Băng Đảng) (Dùng Cho Các Tội Vi Phạm Từ Ngày 1 Tháng Mười Hai Năm 2,14-50.29,"December 1, 2017",AOC-CR-621B - Lệnh Xóa Bản Án Có Điều Kiện Theo G.S. 14-50.29 (Các Vi Phạm Băng Đảng) (Dùng Cho Các Tội Vi Phạm Từ Ngày 1 Tháng Mười H.pdf,599335,downloaded,https://www.nccourts.gov/assets/documents/forms/cr621b_0.pdf?VersionId=jDyIE.zmPOWxXztoE23peSlMaZp6JNl4,https://www.nccourts.gov/documents/forms/conditional-discharge-under-gs-14-5029-gang-offenses-for-offenses-committed-dec-1-2009-nov-30-2011
AOC-CR-621A,,Lệnh Xóa Bản Án Có Điều Kiện Theo G.S. 14-50.29 (Các Vi Phạm Băng Đảng) (Dùng Cho Các Tội Vi Phạm Từ Ngày 1 Tháng Mười Hai Năm 2,14-50.29,"December 1, 2017",AOC-CR-621A - Lệnh Xóa Bản Án Có Điều Kiện Theo G.S. 14-50.29 (Các Vi Phạm Băng Đảng) (Dùng Cho Các Tội Vi Phạm Từ Ngày 1 Tháng Mười H.pdf,577549,downloaded,https://www.nccourts.gov/assets/documents/forms/cr621a_0.pdf?VersionId=BPXF3YYaMDmiVwtSnXChTipF4xskSaBB,https://www.nccourts.gov/documents/forms/conditional-discharge-under-gs-14-5029-gang-offenses-for-offenses-committed-dec-1-2008-nov-30-2009
AOC-CR-619C,,Xóa Bản Án Có Điều Kiện Theo G.S. 90-96(a) (Dùng Cho Các Tội Vi Phạm Trong Khoảng Từ Ngày 1 Tháng Mười Hai Năm 2011 Đến Ngày 30,90-96(a),"December 1, 2017",AOC-CR-619C - Xóa Bản Án Có Điều Kiện Theo G.S. 90-96(a) (Dùng Cho Các Tội Vi Phạm Trong Khoảng Từ Ngày 1 Tháng Mười Hai Năm 2011 Đến.pdf,674892,downloaded,https://www.nccourts.gov/assets/documents/forms/cr619c_0.pdf?VersionId=FW0fBshZrW2YENFS4xHOzikgHqKTxC6D,https://www.nccourts.gov/documents/forms/conditional-discharge-under-gs-90-96a-for-offenses-committed-dec-1-2011-nov-30-2016
AOC-CR-619B,,Xóa Bản Án Có Điều Kiện Theo G.S. 90-96(a) (Dùng Cho Các Tội Vi Phạm Từ Ngày 1 Tháng Mười Hai Năm 2009 – Ngày 30 Tháng Mười Một,90-96(a),"December 1, 2017",AOC-CR-619B - Xóa Bản Án Có Điều Kiện Theo G.S. 90-96(a) (Dùng Cho Các Tội Vi Phạm Từ Ngày 1 Tháng Mười Hai Năm 2009 – Ngày 30 Tháng M.pdf,604166,downloaded,https://www.nccourts.gov/assets/documents/forms/cr619b_0.pdf?VersionId=7SIpNmQ2ybr76ymuDObqT04N_aWRkoZ4,https://www.nccourts.gov/documents/forms/conditional-discharge-under-gs-90-96a-for-offenses-committed-dec-1-2009-nov-30-2011
AOC-CR-619A,,Xóa Bản Án Có Điều Kiện Theo G.S. 90-96(a) (Dùng Cho Các Tội Vi Phạm Trước Ngày 1 Tháng Mười Hai Năm 2009),90-96(a),"December 1, 2017",AOC-CR-619A - Xóa Bản Án Có Điều Kiện Theo G.S. 90-96(a) (Dùng Cho Các Tội Vi Phạm Trước Ngày 1 Tháng Mười Hai Năm 2009).pdf,601618,downloaded,https://www.nccourts.gov/assets/documents/forms/cr619a_0.pdf?VersionId=_OwyY7bMeVQH_HV30zC84EQxSF9ZGqGb,https://www.nccourts.gov/documents/forms/conditional-discharge-under-gs-90-96a-for-offenses-committed-before-dec-1-2009
AOC-CR-604C,,Phán Quyết Án Treo - Hình Phạt Tiểu Hình: Phạt Trong Cộng Đồng Phạt Trung Cấp (Tuyên Án Theo Khung Phạt) (Dùng Cho Các Tội Vi Ph,"15A-1341,15A-1342,15A-1343,15A-1343.2,15A-1346","December 1, 2017",AOC-CR-604C - Phán Quyết Án Treo - Hình Phạt Tiểu Hình Phạt Trong Cộng Đồng Phạt Trung Cấp (Tuyên Án Theo Khung Phạt) (Dùng Cho Các Tộ.pdf,719736,downloaded,https://www.nccourts.gov/assets/documents/forms/cr604c_0.pdf?VersionId=ZJVYNc57oBjkBB3QDcndm2yC.C.M9FHe,https://www.nccourts.gov/documents/forms/judgment-suspending-sentence-misdemeanor-punishment-communityintermediate-structured-sentencing-for-offenses-committed-dec-1-2011-nov-30-2016
AOC-CR-604B,,Phán Quyết Án Treo - Hình Phạt Tiểu Hình: Phạt Trong Cộng Đồng Phạt Trung Cấp (Tuyên Án Theo Khung Phạt) (Dùng Cho Các Tội Vi Ph,"15A-1341,15A-1342,15A-1343,15A-1343.2,15A-1346","December 1, 2017",AOC-CR-604B - Phán Quyết Án Treo - Hình Phạt Tiểu Hình Phạt Trong Cộng Đồng Phạt Trung Cấp (Tuyên Án Theo Khung Phạt) (Dùng Cho Các Tộ.pdf,650462,downloaded,https://www.nccourts.gov/assets/documents/forms/cr604b_0.pdf?VersionId=uMPih9oqB4gufC9MUnt3tYk0aIl7AYOC,https://www.nccourts.gov/documents/forms/judgment-suspending-sentence-misdemeanor-punishment-communityintermediate-structured-sentencing-for-offenses-committed-dec-1-2009-nov-30-2011
AOC-CR-604A,,Phán Quyết Án Treo - Hình Phạt Tiểu Hình: Phạt Trong Cộng Đồng Phạt Trung Cấp (Tuyên Án Theo Khung Phạt) (Dùng Cho Các Tội Vi Ph,"15A-1341,15A-1342,15A-1343,15A-1343.2,15A-1346","December 1, 2017",AOC-CR-604A - Phán Quyết Án Treo - Hình Phạt Tiểu Hình Phạt Trong Cộng Đồng Phạt Trung Cấp (Tuyên Án Theo Khung Phạt) (Dùng Cho Các Tộ.pdf,638527,downloaded,https://www.nccourts.gov/assets/documents/forms/cr604a_0.pdf?VersionId=phI1oFblACuSbSLxhJ.JzntvCKe1HOd0,https://www.nccourts.gov/documents/forms/judgment-suspending-sentence-misdemeanor-punishment-communityintermediate-structured-sentencing-for-offenses-committed-before-dec-1-2009
AOC-CR-603C,,Phán Quyết Án Treo - Hình Phạt Đại Hình: Phạt Trong Cộng Đồng Phạt Trung Cấ(Tuyên Án Theo Khung Phạt) (Dùng Cho Các Tội Vi Phạm,"15A-1341,15A-1342,15A-1343,15A-1343.2,15A-1346","December 1, 2017",AOC-CR-603C - Phán Quyết Án Treo - Hình Phạt Đại Hình Phạt Trong Cộng Đồng Phạt Trung Cấ(Tuyên Án Theo Khung Phạt) (Dùng Cho Các Tội V.pdf,732794,downloaded,https://www.nccourts.gov/assets/documents/forms/cr603c_0.pdf?VersionId=MNura8Xy6d08NW3._bv6bDvWGUhXPzTA,https://www.nccourts.gov/documents/forms/judgment-suspending-sentence-felony-punishment-communityintermediate-structured-sentencing-for-offenses-committed-dec-1-2011-nov-30-2016
AOC-CR-603B,,"Judgment Suspending Sentence - Felony Punishment: Community/Intermediate (Structured Sentencing) (For Offenses Committed Dec. 1,","15A-1341,15A-1342,15A-1343,15A-1343.2,15A-1346","December 1, 2017",AOC-CR-603B - Judgment Suspending Sentence - Felony Punishment CommunityIntermediate (Structured Sentencing) (For Offenses Committed D.pdf,676446,downloaded,https://www.nccourts.gov/assets/documents/forms/cr603b_0.pdf?VersionId=pGEhWoyVa3HYLbDArH4Vdgm2TZ8Tarww,https://www.nccourts.gov/documents/forms/judgment-suspending-sentence-felony-punishment-communityintermediate-structured-sentencing-for-offenses-committed-dec-1-2009-nov-30-2011
AOC-CR-336A,,Order Releasing Seized Motor Vehicle To Defendant-Owner Or Non-Defendant Motor Vehicle Owner After Disposition Of Criminal Charg,20-28.4,"December 1, 2013",AOC-CR-336A - Order Releasing Seized Motor Vehicle To Defendant-Owner Or Non-Defendant Motor Vehicle Owner After Disposition Of Crimin.pdf,140322,downloaded,https://www.nccourts.gov/assets/documents/forms/cr336a.pdf?VersionId=iRxi_.ATIpncPvBZZtd5cN60bsGWXcIl,https://www.nccourts.gov/documents/forms/order-releasing-seized-motor-vehicle-to-defendant-owner-or-non-defendant-motor-vehicle-owner-after-disposition-of-criminal-charges-impaired-driving
AOC-CR-603A,,Judgment Suspending Sentence - Felony Punishment: Community/Intermediate (Structured Sentencing) (For Offenses Committed Before,"15A-1341,15A-1342,15A-1343,15A-1343.2,15A-1346","December 1, 2017",AOC-CR-603A - Judgment Suspending Sentence - Felony Punishment CommunityIntermediate (Structured Sentencing) (For Offenses Committed B.pdf,651001,downloaded,https://www.nccourts.gov/assets/documents/forms/cr603a_0.pdf?VersionId=xH9UCncwNaVhzsr_5ftzRZJNA_ImS5Mf,https://www.nccourts.gov/documents/forms/judgment-suspending-sentence-felony-punishment-communityintermediate-structured-sentencing-for-offenses-committed-before-dec-1-2009
AOC-CR-342B,,Lái Xe Trong Tình Trạng Không Tỉnh Táo - Phán Quyết Và Lệnh Giam Tù (Dùng Cho Các Tội Vi Phạm Vào Hoặc Sau Ngày 1 Tháng Mười Hai,20-179,"December 1, 2016",AOC-CR-342B - Lái Xe Trong Tình Trạng Không Tỉnh Táo - Phán Quyết Và Lệnh Giam Tù (Dùng Cho Các Tội Vi Phạm Vào Hoặc Sau Ngày 1 Tháng.pdf,326823,downloaded,https://www.nccourts.gov/assets/documents/forms/cr342b_1.pdf?VersionId=GVRXMx__8ipF8M33o.BLFuT5vfWBn24_,https://www.nccourts.gov/documents/forms/impaired-driving-judgment-and-commitment-for-offenses-committed-dec-1-2011-nov-30-2025
AOC-CR-342A,,"Impaired Driving - Judgment And Commitment (For Offenses Committed Before Dec. 1, 2011)",20-179,"December 1, 2016","AOC-CR-342A - Impaired Driving - Judgment And Commitment (For Offenses Committed Before Dec. 1, 2011).pdf",322208,downloaded,https://www.nccourts.gov/assets/documents/forms/cr342a_0.pdf?VersionId=AAvQCJNJsilDyR.N3CRvCY2ZzknpIlz1,https://www.nccourts.gov/documents/forms/impaired-driving-judgment-and-commitment-for-offenses-committed-before-dec-1-2011
AOC-CR-338,12/15,"Notice Of Grossly Aggravating And Aggravating Factors (DWI) (For Offenses Committed On Or After Dec. 1, 2011)",20-179,"November 30, 2015","AOC-CR-338 - Notice Of Grossly Aggravating And Aggravating Factors (DWI) (For Offenses Committed On Or After Dec. 1, 2011).pdf",1315899,downloaded,https://www.nccourts.gov/assets/documents/forms/cr338-en.pdf?VersionId=7J1m.UxSlrkASIzseAXQrTl.eEpbGcMb,https://www.nccourts.gov/documents/forms/notice-of-grossly-aggravating-and-aggravating-factors-dwi-for-offenses-committed-on-or-after-dec-1-2011
AOC-CR-310B,,Conducción Bajo Los Efectos Del Alcohol O Sustancias - Fallo De Pena Suspendida (Para Delitos Cometidos Antes Del 1ro De Dic. De,20-179,"December 1, 2016",AOC-CR-310B - Conducción Bajo Los Efectos Del Alcohol O Sustancias - Fallo De Pena Suspendida (Para Delitos Cometidos Antes Del 1ro De.pdf,349392,downloaded,https://www.nccourts.gov/assets/documents/forms/cr310b_0.pdf?VersionId=XSEN6Dp3J1gR5lRTEU7LclDIDVbGlIPv,https://www.nccourts.gov/documents/forms/impaired-driving-judgment-suspending-sentence-for-offenses-committed-dec-1-2009-nov-30-2011
AOC-CR-310A,,Conducción Bajo Los Efectos Del Alcohol O Sustancias - Fallo De Pena Suspendida (Para Delitos Cometidos Antes Del 1ro De Dic. De,20-179,"December 1, 2016",AOC-CR-310A - Conducción Bajo Los Efectos Del Alcohol O Sustancias - Fallo De Pena Suspendida (Para Delitos Cometidos Antes Del 1ro De.pdf,322704,downloaded,https://www.nccourts.gov/assets/documents/forms/cr310a_0.pdf?VersionId=waKueT_z0RQnllcHIVDHDo.sy49NR9_L,https://www.nccourts.gov/documents/forms/impaired-driving-judgment-suspending-sentence-for-offenses-committed-before-dec-1-2009
AOC-CR-280,,"Law Enforcement, Private Protective Services Board, Or Security Systems Licensing Board Application For Verification Of Expuncti",15A-151,"December 1, 2017","AOC-CR-280 - Law Enforcement, Private Protective Services Board, Or Security Systems Licensing Board Application For Verification Of.pdf",941164,downloaded,https://www.nccourts.gov/assets/documents/forms/cr280_6.pdf?VersionId=JjxHymHbOkhNMndCmnLGlxin4D0QcK4C,https://www.nccourts.gov/documents/forms/law-enforcement-private-protective-services-board-or-security-systems-licensing-board-application-for-verification-of-expunction
AOC-CR-335A,,Order Forfeiting Motor Vehicle After Hearing - Impaired Driving,"20-28.2(b),20-28.2(b1),20-28.2(d),20-28.5","December 1, 2013",AOC-CR-335A - Order Forfeiting Motor Vehicle After Hearing - Impaired Driving.pdf,385452,downloaded,https://www.nccourts.gov/assets/documents/forms/cr335a-en.pdf?VersionId=.JUOFJJNO40XMWhPyizLNaPPsTWAJExx,https://www.nccourts.gov/documents/forms/order-forfeiting-motor-vehicle-after-hearing-impaired-driving
AOC-CR-279,,Hướng Dẫn Nộp Đơn Xin Và Án Lệnh Xóa Hồ Sơ Tiền Án Chiếu Theo G.S. 15A-145.4 (Dành Cho Người Dưới 18 Tuổi Phạm Tội Đại Hình Khôn,"15A-145.4,15A-150","December 1, 2017",AOC-CR-279 - Hướng Dẫn Nộp Đơn Xin Và Án Lệnh Xóa Hồ Sơ Tiền Án Chiếu Theo G.S. 15A-145.4 (Dành Cho Người Dưới 18 Tuổi Phạm Tội Đại H.pdf,285388,downloaded,https://www.nccourts.gov/assets/documents/forms/cr279_5.pdf?VersionId=q288xuyQoBPuxHJ8mhLneCKPa5FANh9Z,https://www.nccourts.gov/documents/forms/petition-and-order-of-expunction-under-gs-15a-1454-nonviolent-felony-under-age-18-instructions-for-petition-and-order-of-expunction-under-gs-15a-1454-nonviolent-felony-under-age-18
